RegionID,RegionName,City,State,Metro,CountyName,2019-02,price_log
274772,Northeast Dallas,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,341000,5.532754378992498
192689,Paradise,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,265200,5.423573519732735
270958,Upper West Side,New York,NY,New York-Newark-Jersey City,New York County,1328900,6.123492301422652
118208,South Los Angeles,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,485700,5.686368103473036
270957,Upper East Side,New York,NY,New York-Newark-Jersey City,New York County,1284800,6.108835527934605
192820,Sunrise Manor,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,226600,5.355259905527379
192796,Spring Valley,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,279600,5.446537167073644
268496,Southeast Los Angeles,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,393500,5.5949447366950835
194430,East New York,New York,NY,New York-Newark-Jersey City,Kings County,442400,5.645815118296642
112547,Paradise Valley,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,343500,5.535926741395569
198687,Washington Heights,New York,NY,New York-Newark-Jersey City,New York County,670100,5.826139617935914
111818,Deer Valley,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,254300,5.405346360175709
267955,North Mountain,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,217400,5.337259539750276
272816,Astoria,New York,NY,New York-Newark-Jersey City,Queens County,853600,5.931254406416413
273698,Far North,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,397500,5.599337132992489
272902,Bedford Stuyvesant,New York,NY,New York-Newark-Jersey City,Kings County,805600,5.906119457545562
199001,Williamsburg,New York,NY,New York-Newark-Jersey City,Kings County,897100,5.952840856675701
32059,Hollywood,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,889600,5.9491947742379825
267908,Camelback East,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,340000,5.531478917042255
194737,Flatbush,New York,NY,New York-Newark-Jersey City,Kings County,988400,5.994932736730042
275473,Southeast Dallas,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,136300,5.134495855834674
272734,Alhambra,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,189600,5.277838333002047
403222,Crown Heights,New York,NY,New York-Newark-Jersey City,Kings County,974700,5.9888709660646455
25294,Jamaica,New York,NY,New York-Newark-Jersey City,Queens County,462100,5.664735968518705
275237,Roosevelt,Fresno,CA,Fresno,Fresno County,188400,5.275080898456858
273566,East Side,El Paso,TX,El Paso,El Paso County,134100,5.127428777851599
35521,Enterprise,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,308700,5.489536629482095
343222,Williamsbridge,New York,NY,New York-Newark-Jersey City,Bronx County,437300,5.640779477344857
270828,East Harlem,New York,NY,New York-Newark-Jersey City,New York County,820100,5.91386681189624
274742,North Scottsdale,Scottsdale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,571800,5.75724415102197
267971,South Mountain,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,198000,5.296665190261531
273565,East San Jose,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,758800,5.880127322216625
193587,Bushwick,New York,NY,New York-Newark-Jersey City,Kings County,758300,5.879841055986563
194379,East Flatbush,New York,NY,New York-Newark-Jersey City,Kings County,529300,5.723701893991268
275456,South Side,Corpus Christi,TX,Corpus Christi,Nueces County,183300,5.263162464962217
28380,Alief,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,146100,5.164650215934297
10957,Corona,New York,NY,New York-Newark-Jersey City,Queens County,533600,5.7272158209084925
273555,East Memphis-Colonial-Yorkshire,Memphis,TN,Memphis,Shelby County,127800,5.106530853822381
270945,Sunset Park,New York,NY,New York-Newark-Jersey City,Kings County,537900,5.730701544281845
273088,Bullard,Fresno,CA,Fresno,Fresno County,290500,5.463146136726349
275501,Southwest Dallas,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,195200,5.290479813330673
193406,Borough Park,New York,NY,New York-Newark-Jersey City,Kings County,895500,5.95206559018505
193285,Bensonhurst,New York,NY,New York-Newark-Jersey City,Kings County,809500,5.908216853089392
276246,Central City,Corpus Christi,TX,Corpus Christi,Nueces County,77400,4.888740960682893
276652,West San Jose,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1537600,6.18684337032447
403223,Elmhurst,New York,NY,New York-Newark-Jersey City,Queens County,550900,5.741072772373322
273527,East,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,166800,5.22219604630172
275454,South Scottsdale,Scottsdale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,359600,5.555819683061191
276215,Blossom Valley,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,981800,5.99202302776385
276476,North Long Beach,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,468300,5.67052415778208
269592,Logan Square,Chicago,IL,Chicago-Naperville-Elgin,Cook County,353700,5.548635059814751
403131,Sheepshead Bay,New York,NY,New York-Newark-Jersey City,Kings County,788600,5.8968567727372045
343217,South Bronx,New York,NY,New York-Newark-Jersey City,Bronx County,410000,5.6127838567197355
343205,Soundview,New York,NY,New York-Newark-Jersey City,Bronx County,408900,5.611617110554336
118987,Willow Glen,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1311100,6.117635817389494
275467,Southeast,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,211400,5.325104982971408
193640,Canarsie,New York,NY,New York-Newark-Jersey City,Kings County,490900,5.690993032099869
273480,Downtown,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,902900,5.955639653023252
274514,Mid City,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1085100,6.035469763481282
271511,Northwest,El Paso,TX,El Paso,El Paso County,202500,5.306425027550687
41466,Van Nuys,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,587300,5.768860000842957
275090,Preston Hollow,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,420700,5.623972512016996
270875,Lower East Side,New York,NY,New York-Newark-Jersey City,New York County,962300,5.9833104857941155
273652,Estrella,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,210500,5.323252100171687
41131,Sun Valley,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,560100,5.748265572668741
33183,Northridge,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,710100,5.851319512648745
18131,Flushing,New York,NY,New York-Newark-Jersey City,Queens County,740500,5.869525062857227
15046,Alafaya,Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,291700,5.464936429121733
27182,South Ozone Park,New York,NY,New York-Newark-Jersey City,Queens County,499100,5.698187569866122
267900,Ahwatukee Foothills,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,331100,5.5199591807520685
34213,Sylmar,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,523200,5.7186677353162105
113886,Boyle Heights,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,444900,5.648262405748045
275950,West,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,220400,5.343211590179747
46795,North Hollywood,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,659600,5.819280646972481
54300,San Pedro,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,621700,5.7935808673681555
274756,North Valley,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,982800,5.992465147808043
115003,Evergreen,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1087000,6.036229544086295
268236,Koreatown,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,637100,5.804207605082041
48570,Woodland Hills,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,823700,5.915769065983684
403553,Eldridge - West Oaks,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,254400,5.405517106976376
27080,Sherman Oaks,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,962300,5.9833104857941155
40215,Pacoima,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,466500,5.668851648082518
196538,Murray Hill,New York,NY,New York-Newark-Jersey City,Queens County,902600,5.955495329184127
270318,North Raleigh,Raleigh,NC,Raleigh,Wake County,306100,5.4858633295973345
343228,Southwest,Chula Vista,CA,San Diego-Carlsbad,San Diego County,480100,5.681331705969166
37739,Canyon Country,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,523300,5.7187507347396656
116625,Mira Mesa,San Diego,CA,San Diego-Carlsbad,San Diego County,610600,5.785756799962643
118872,West Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,578800,5.762528522447
18071,Far Rockaway,New York,NY,New York-Newark-Jersey City,Queens County,481700,5.6827766463144345
273757,Forest Hills,New York,NY,New York-Newark-Jersey City,Queens County,916700,5.962227231350085
273348,Cordova-Appling,Memphis,TN,Memphis,Shelby County,164600,5.216429830876251
343868,Northwest Raleigh,Raleigh,NC,Raleigh,Wake County,314200,5.497206180703954
48200,Valencia,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,582100,5.7649975992848805
276023,Westlake,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,658900,5.818819507547537
40548,Reseda,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,544000,5.7355988996981795
275173,Ridgewood,New York,NY,New York-Newark-Jersey City,Queens County,738700,5.868468099020987
232166,Clear Lake,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,232600,5.36660971039243
271326,Central Southwest,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,141500,5.150756439860309
271503,Northeast,El Paso,TX,El Paso,El Paso County,104900,5.020775488193558
403169,West Rogers Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,207000,5.315970345456917
270829,East Village,New York,NY,New York-Newark-Jersey City,New York County,1329900,6.123818986018997
275424,South Dorchester,Boston,MA,Boston-Cambridge-Newton,Suffolk County,520900,5.7167543574326976
197044,Park Slope,New York,NY,New York-Newark-Jersey City,Kings County,1263000,6.101403350555331
273973,Hickory Ridge-South Riverdale,Memphis,TN,Memphis,Shelby County,116600,5.066698550422995
403558,South Belt - Ellington,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,175400,5.2440295890300215
13176,Panorama City,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,481300,5.682415861677359
274117,Jackson Heights,New York,NY,New York-Newark-Jersey City,Queens County,561800,5.74958173486556
238122,Greater Fondren Southwest,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,165800,5.219584526214255
343869,Northeast Raleigh,Raleigh,NC,Raleigh,Wake County,203500,5.308564413561239
246678,Princess Anne,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,335400,5.525563058270067
275471,Southeast Colorado Springs,Colorado Springs,CO,Colorado Springs,El Paso County,227100,5.356217134219735
51128,Brentwood,Islip,NY,New York-Newark-Jersey City,Suffolk County,303600,5.482301767223443
270886,Midwood,New York,NY,New York-Newark-Jersey City,Kings County,944900,5.975385848989467
273177,Centennial Hills,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,291300,5.464340484627667
273540,East Colorado Springs,Colorado Springs,CO,Colorado Springs,El Paso County,261000,5.416640507338281
45032,East Elmhurst,New York,NY,New York-Newark-Jersey City,Queens County,733100,5.865163219506086
274771,Northeast Colorado Springs,Colorado Springs,CO,Colorado Springs,El Paso County,297900,5.474070503215043
403215,Gravesend,New York,NY,New York-Newark-Jersey City,Kings County,906300,5.957271979992943
403542,Kingwood,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,244100,5.387567779417188
193182,Bath Beach,New York,NY,New York-Newark-Jersey City,Kings County,690600,5.839226574013435
276107,Oak Cliff,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,168200,5.225825991461893
273201,Central Colorado Springs,Colorado Springs,CO,Colorado Springs,El Paso County,252100,5.401572845676446
268548,Valley Glen,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,721200,5.858055718050364
26352,Ozone Park,New York,NY,New York-Newark-Jersey City,Queens County,527500,5.7222224639697306
403541,Northside-Northline,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,132200,5.121231455149622
124381,Flagami,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,299700,5.4766867429456445
276128,Richmond Hill,New York,NY,New York-Newark-Jersey City,Queens County,572400,5.757699625087739
13017,North Hills,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,586500,5.768268016451548
276151,Woodward Park,Fresno,CA,Fresno,Fresno County,361700,5.55834850876162
193526,Brownsville,New York,NY,New York-Newark-Jersey City,Kings County,454400,5.657438322702962
274415,Flatlands,New York,NY,New York-Newark-Jersey City,Kings County,538100,5.730862992046494
13094,Okolona,Louisville,KY,Louisville/Jefferson County,Jefferson County,141800,5.151676230847047
112261,Laveen,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,236700,5.374198257929082
273860,Gramercy,New York,NY,New York-Newark-Jersey City,New York County,961000,5.982723387668545
275707,The Heights,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,561700,5.749504423876142
276446,Mclane,Fresno,CA,Fresno,Fresno County,202000,5.305351369446623
54232,Roxbury,Boston,MA,Boston-Cambridge-Newton,Suffolk County,428400,5.631849462159818
274056,Hoover,Fresno,CA,Fresno,Fresno County,232300,5.366049209800235
274346,Lone Mountain,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,300800,5.478277831919605
117224,Parkway,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,261100,5.416806871822945
403217,Kensington,New York,NY,New York-Newark-Jersey City,Kings County,1033500,6.0143104809633074
269566,Albany Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,266800,5.426185825244511
48516,Wilmington,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,469900,5.672005445022952
30731,Canoga Park,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,540800,5.733036682933579
267926,Encanto,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,293000,5.466867620354109
269609,Uptown,Chicago,IL,Chicago-Naperville-Elgin,Cook County,266000,5.424881636631067
118920,Westwood,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1259800,6.100301604013854
229214,Raleigh,Memphis,TN,Memphis,Shelby County,88000,4.944482672150168
244707,Kempsville,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,224100,5.3504418565350615
269589,Lake View,Chicago,IL,Chicago-Naperville-Elgin,Cook County,419800,5.623042434246382
273794,Fresno High Roeding,Fresno,CA,Fresno,Fresno County,186900,5.271609301378832
273197,Central City,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,418700,5.62190296089123
276646,West,Fresno,CA,Fresno,Fresno County,237200,5.375114684692225
275115,Queens Village,New York,NY,New York-Newark-Jersey City,Queens County,521300,5.717087724927019
273674,Fairgrounds,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,785000,5.894869656745253
269605,Rogers Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,179300,5.253580289562183
111617,Casas Adobes,Tucson,AZ,Tucson,Pima County,227000,5.3560258571931225
5837,Maspeth,New York,NY,New York-Newark-Jersey City,Queens County,719500,5.857030798272624
193189,Bay Ridge,New York,NY,New York-Newark-Jersey City,Kings County,934200,5.970439862951764
343244,Northwest,Chula Vista,CA,San Diego-Carlsbad,San Diego County,499400,5.698448538015329
274765,Northeast Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,616600,5.790003520390489
274510,Michael Way,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,231400,5.3643633546157306
271411,Greater Uptown,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,372200,5.570776368794748
403538,Golfcrest - Bellfort - Reveille,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,142400,5.153509989300837
115609,Highland Park,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,801000,5.903632516084238
268384,Outer Sunset,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1306100,6.115976429454817
214232,Oxford Circle,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,156200,5.193681029541281
31817,Granada Hills,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,652100,5.81431420020746
114074,Cambrian Park,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1273100,6.104862518141077
274835,Oak Lawn,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,322000,5.507855871695831
118673,University City,San Diego,CA,San Diego-Carlsbad,San Diego County,680700,5.832955750604598
199091,Woodside,New York,NY,New York-Newark-Jersey City,Queens County,768300,5.885530833188092
269228,Alameda - West Flagler,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,323600,5.510008512940234
267919,Desert View,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,417900,5.621072371143626
37309,Bayside,New York,NY,New York-Newark-Jersey City,Queens County,901700,5.955062069675032
275492,Southwest,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,240400,5.380934463330702
117557,Rancho Penasquitos,San Diego,CA,San Diego-Carlsbad,San Diego County,794000,5.899820502427096
27987,Winnetka,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,576100,5.760497875226527
403528,Woodlake - Briarmeadow,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,217500,5.337459261290656
275609,Summerlin North,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,375000,5.574031267727719
32368,Lake Balboa,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,604500,5.7813963051967905
271467,Memorial,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,497400,5.696705780933917
51906,Encino,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,988100,5.994800899294604
189019,Greenville,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,315900,5.499549625905149
276254,Chelsea,New York,NY,New York-Newark-Jersey City,New York County,1688700,6.227552503379864
276450,Mid City West,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1810100,6.257702568376658
46793,North Highlands,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,262300,5.418798290590353
275496,Southwest Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,589900,5.770778396169147
268621,Briargate,Colorado Springs,CO,Colorado Springs,El Paso County,369500,5.567614442730845
275620,Sunnyside,New York,NY,New York-Newark-Jersey City,Queens County,767600,5.885134966063434
46736,Newbury Park,Thousand Oaks,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,698600,5.844228581301628
154795,Jamaica Plain,Boston,MA,Boston-Cambridge-Newton,Suffolk County,614900,5.7888044930446485
273140,Carmel Valley,San Diego,CA,San Diego-Carlsbad,San Diego County,1089200,6.037107632667927
195133,Greenwich Village,New York,NY,New York-Newark-Jersey City,New York County,1464100,6.165570740632901
117183,Palms,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1170400,6.068334313117254
193974,Coney Island,New York,NY,New York-Newark-Jersey City,Kings County,568800,5.75495958772171
114914,El Sereno,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,605400,5.782042416620554
154399,East Boston,Boston,MA,Boston-Cambridge-Newton,Suffolk County,493200,5.693023067923694
247145,Salem,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,262500,5.419129307741976
269588,Jefferson Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,300400,5.477699928332131
403556,Briarforest Area,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,322600,5.508664363052943
272756,Almaden Valley,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1497000,6.175221800343053
274724,North Ironbound,Newark,NJ,New York-Newark-Jersey City,Essex County,403900,5.606273853169988
275127,Rancho Bernardo,San Diego,CA,San Diego-Carlsbad,San Diego County,655700,5.816705183666516
57348,Kew Gardens Hills,New York,NY,New York-Newark-Jersey City,Queens County,816600,5.912009375586979
214146,Olney,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,94800,4.976808337338066
275083,Portage Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,295000,5.469822015978163
275470,Southeast Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,588800,5.769967801329442
403545,Oak Forest - Garden Oaks,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,348100,5.5417040232842885
275845,Valley High-North Laguna,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,303100,5.4815859363676225
37575,Brighton,Boston,MA,Boston-Cambridge-Newton,Suffolk County,468500,5.670709595223797
6719,Rego Park,New York,NY,New York-Newark-Jersey City,Queens County,781200,5.892762234615817
274697,North Cheyenne,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,281200,5.449015316347786
116415,Mar Vista,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1574400,6.197115081087266
271417,Gulfton,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,187700,5.2734642726213465
268938,Coral Way,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,403900,5.606273853169988
270903,Ocean Parkway,New York,NY,New York-Newark-Jersey City,Kings County,1100600,6.041629508475138
403210,Melrose,New York,NY,New York-Newark-Jersey City,Bronx County,291500,5.464638559095033
271406,Greater Greenspoint,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,126200,5.101059354908116
343211,Parkchester,New York,NY,New York-Newark-Jersey City,Bronx County,155200,5.190891716922169
274680,North,Arlington,TX,Dallas-Fort Worth-Arlington,Tarrant County,265200,5.423573519732735
273594,Edenvale - Seven Trees,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,781900,5.893151213129866
272874,Bay Area,Corpus Christi,TX,Corpus Christi,Nueces County,154900,5.190051417759206
276351,Greater Heights,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,462500,5.665111737075051
49994,Woodhaven,New York,NY,New York-Newark-Jersey City,Queens County,581300,5.764400322956388
273930,Harbor Gateway,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,550000,5.740362689494244
276537,River Oaks-Kirby-Balmoral,Memphis,TN,Memphis,Shelby County,188100,5.2743887955503785
271495,North Dallas,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,686500,5.836640541572774
274517,Mid Wilshire,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1683500,6.226213120724108
269607,South Loop,Chicago,IL,Chicago-Naperville-Elgin,Cook County,277300,5.442949869577862
271282,Addicks Park Ten,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,192000,5.283301228703549
269585,Humboldt Park,Chicago,IL,Chicago-Naperville-Elgin,Cook County,264300,5.422097163131711
274552,Mission,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1471900,6.167878305298054
271457,Lower Valley,El Paso,TX,El Paso,El Paso County,94700,4.976349979003273
273035,Bridgeport,Chicago,IL,Chicago-Naperville-Elgin,Cook County,328800,5.516931808868013
276400,Kalihi-Palama,Honolulu,HI,Urban Honolulu,Honolulu County,561700,5.749504423876142
270891,Morningside Heights,New York,NY,New York-Newark-Jersey City,New York County,890200,5.949487589946504
269578,Edgewater,Chicago,IL,Chicago-Naperville-Elgin,Cook County,276700,5.442009159140952
273887,Green Valley North,Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,310100,5.491501766237326
26134,Newhall,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,520100,5.716086853774832
274983,Parkway Village-Oakhaven,Memphis,TN,Memphis,Shelby County,76200,4.8819549713396
271985,South End,Tacoma,WA,Seattle-Tacoma-Bellevue,Pierce County,273200,5.436480695009495
241514,Bayside,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,221900,5.346157302232008
403295,Lake View East,Chicago,IL,Chicago-Naperville-Elgin,Cook County,243200,5.385963570600698
273766,Fort Greene,New York,NY,New York-Newark-Jersey City,Kings County,1072000,6.030194785356751
276060,Whitestone,New York,NY,New York-Newark-Jersey City,Queens County,928000,5.967547976218862
28723,Fern Creek,Louisville,KY,Louisville/Jefferson County,Jefferson County,173800,5.2400497721126476
753793,Far Eastside,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,87700,4.94299959336604
274834,West Oak Lane,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,152000,5.181843587944773
47950,Tarzana,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,818000,5.912753303671323
113455,Anaheim Hills,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,782200,5.893317811616112
22021,Fairport,Perinton,NY,Rochester,Monroe County,215900,5.3342526423342305
154970,Mattapan,Boston,MA,Boston-Cambridge-Newton,Suffolk County,411000,5.613841821876069
268588,West Hills,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,696700,5.843045810534569
274717,North Park,San Diego,CA,San Diego-Carlsbad,San Diego County,631100,5.800098180174776
271409,Greater Inwood,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,142600,5.1541195255158465
276253,Charleston Heights,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,229700,5.361160995195026
155633,South Boston,Boston,MA,Boston-Cambridge-Newton,Suffolk County,697600,5.84360647192451
275084,Powers,Colorado Springs,CO,Colorado Springs,El Paso County,308800,5.489677291663699
268002,Arleta,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,512300,5.709524355876341
268473,Silver Lake,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1208300,6.082174775484666
343225,Wakefield,New York,NY,New York-Newark-Jersey City,Bronx County,449300,5.652536418593026
47880,Studio City,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1319800,6.120508124026104
343212,Morris Park,New York,NY,New York-Newark-Jersey City,Bronx County,533600,5.7272158209084925
194318,Dyker Heights,New York,NY,New York-Newark-Jersey City,Kings County,920900,5.96421247296982
7877,Westchester,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1199700,6.0790726588531845
28173,Cragin,Chicago,IL,Chicago-Naperville-Elgin,Cook County,253300,5.403635189790548
274451,Mayfair,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,175200,5.243534101832062
37835,Chatsworth,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,645800,5.810098040681143
275552,St. Albans,New York,NY,New York-Newark-Jersey City,Queens County,474800,5.676510710282554
25160,Hollis,New York,NY,New York-Newark-Jersey City,Queens County,512300,5.709524355876341
6952,Saugus,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,558100,5.74671202251666
113736,Berryessa,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1164700,6.066214075471244
343210,Throggs Neck,New York,NY,New York-Newark-Jersey City,Bronx County,505600,5.7038070652743285
268118,Downtown,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,626300,5.796782411701308
